geoid,households_total,households_0_10k,households_10_15k,households_15_20k,households_20_25k,households_25_30k,households_30_35k,households_35_40k,households_40_45k,households_45_50k,households_50_60k,households_60_75k,households_75_100k,households_100_125k,households_125_150k,households_150_200k,households_200k_plus
482013136003,655,105,89,21,68,21,14,33,10,37,123,42,51,32,0,0,9
482013137001,275,18,30,3,12,1,39,5,31,0,38,50,24,24,0,0,0
482013137002,588,90,47,76,17,3,25,11,73,9,67,63,65,3,32,0,7
482013138001,427,86,94,29,67,43,8,48,10,0,0,5,6,17,0,14,0
482013138002,422,82,45,31,6,46,34,22,10,15,67,19,37,0,8,0,0
482013138003,285,28,35,35,41,23,17,26,38,0,0,24,0,18,0,0,0
482013138004,809,93,45,98,100,70,75,42,48,31,73,15,47,59,13,0,0
482013139001,1123,251,37,0,9,64,40,0,55,60,85,135,97,186,52,52,0
482013139002,678,107,33,15,89,0,20,0,0,18,77,70,115,75,38,0,21
482013139003,686,73,17,104,22,0,143,0,16,28,19,114,88,62,0,0,0
482013140011,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11
482013140012,414,86,37,0,0,19,0,61,62,40,0,47,16,10,23,13,0
482013140013,1267,137,44,10,28,50,11,47,25,96,85,203,216,98,146,34,37
482013140021,737,80,30,105,101,0,0,32,100,153,0,76,30,0,30,0,0
482013140022,391,22,0,0,0,0,0,0,0,0,113,43,114,32,38,29,0
482013140023,682,68,90,27,0,36,89,55,0,27,83,62,50,60,35,0,0
482013140024,661,75,0,106,0,0,95,25,0,0,134,0,54,172,0,0,0
482013140025,1213,106,23,0,123,144,73,68,60,101,325,22,88,29,0,16,35
482013143001,342,107,63,0,32,84,0,0,17,12,0,5,10,0,0,12,0
482013143002,690,126,66,54,61,0,15,35,83,96,79,41,34,0,0,0,0
482013143003,1218,129,42,90,120,85,89,149,29,14,78,56,184,103,0,50,0
482013144001,793,122,47,24,31,9,21,25,58,64,96,78,84,37,34,54,9
482013144002,1156,209,41,13,31,19,24,19,66,67,131,145,150,45,73,53,70
482013201001,609,97,43,60,20,52,36,72,65,41,32,53,30,8,0,0,0
482013201002,364,17,13,11,10,18,53,9,15,9,51,12,58,32,49,0,7
482013202001,707,74,15,0,52,41,60,104,39,25,44,73,132,0,0,20,28
482013202002,91,0,0,39,0,0,0,0,21,0,15,0,16,0,0,0,0
482013202003,269,78,0,0,39,0,0,0,18,36,36,9,0,14,19,7,13
482013202004,685,32,43,101,12,126,0,14,58,0,42,27,101,17,112,0,0
482013205001,717,6,85,24,39,60,60,16,70,44,38,126,45,11,51,42,0
482013205002,565,15,0,17,88,6,10,36,14,26,48,72,140,50,26,17,0
482013206011,827,55,120,13,21,59,73,30,36,19,56,129,85,66,26,39,0
482013206021,569,152,82,42,33,53,0,50,0,8,56,58,0,35,0,0,0
482013206022,447,17,18,65,0,41,21,0,100,57,41,19,0,40,0,18,10
482013206023,425,32,0,0,0,29,9,8,22,0,50,143,64,57,0,11,0
482013207001,1115,94,71,121,68,35,75,81,49,61,49,68,165,93,18,42,25
482013207002,426,91,47,18,0,17,60,41,0,29,13,29,47,6,28,0,0
482013208001,295,31,0,0,0,0,11,24,37,20,53,29,41,0,49,0,0
482013208002,465,10,36,103,14,20,0,96,33,29,24,29,41,30,0,0,0
482013208003,719,32,79,22,47,9,61,9,95,72,57,30,101,18,20,31,36
482013209001,585,46,0,69,169,0,50,75,0,0,0,89,46,41,0,0,0
482013209002,599,54,0,9,19,31,18,46,88,0,130,72,88,44,0,0,0
482013209003,518,0,0,69,27,40,22,0,136,10,57,33,0,43,65,0,16
482013209004,576,0,0,25,18,59,0,0,22,53,0,125,77,114,83,0,0
482013210001,432,54,20,52,37,11,84,22,0,0,21,18,15,85,0,13,0
482013210002,397,0,40,12,53,29,11,12,0,13,141,0,0,13,28,45,0
482013210003,782,86,33,30,15,184,202,32,56,42,37,0,0,52,13,0,0
482013210004,392,36,41,20,0,0,0,50,0,0,0,126,77,22,0,20,0
482013210005,629,0,59,0,12,31,11,29,16,77,43,144,96,55,29,27,0
482013211001,1353,94,26,15,28,141,115,140,10,76,113,169,135,71,128,61,31
482013211002,885,7,0,53,58,73,35,32,22,80,46,136,185,86,28,44,0
482013211003,277,0,0,42,16,0,0,11,38,29,47,0,51,22,14,7,0
482013212001,564,60,67,67,78,0,56,0,75,72,28,0,11,42,0,8,0
482013212002,426,70,40,50,20,47,23,29,18,45,0,51,11,0,15,7,0
482013213001,810,24,22,69,51,126,50,67,20,148,52,80,51,23,27,0,0
482013213002,756,36,48,62,9,69,168,35,28,56,112,43,82,0,0,8,0
482013213003,515,40,6,24,24,14,17,34,0,58,12,53,19,70,58,55,31
482013214011,744,42,35,25,68,66,56,46,38,58,110,38,67,90,5,0,0
482013214012,341,13,0,20,68,34,12,33,0,19,16,21,82,0,10,13,0
482013214021,336,37,6,0,15,23,18,13,51,13,26,114,14,6,0,0,0
482013214022,296,21,0,12,16,0,0,66,14,0,0,54,15,78,0,9,11
482013214023,575,23,23,15,0,0,23,62,9,36,77,95,82,69,53,0,8
482013215001,846,113,106,84,89,31,43,42,53,18,131,48,21,24,33,0,10
482013216001,428,37,0,8,0,0,36,10,16,58,61,125,28,18,9,22,0
482013216002,247,0,0,0,9,8,16,40,19,0,47,57,9,17,25,0,0
482013216003,528,80,0,29,42,84,10,8,0,7,25,71,85,48,8,22,9
482013216004,438,29,35,11,0,48,24,38,10,21,15,56,81,17,34,0,19
482013216005,235,9,9,18,0,8,8,0,10,7,26,18,78,9,29,6,0
482013217001,504,22,17,54,11,18,5,21,27,32,28,45,90,85,12,10,27
482013217002,501,21,11,5,72,15,9,22,12,35,39,95,73,52,2,32,6
482013218001,601,74,19,67,20,38,16,0,69,25,11,118,99,8,24,13,0
482013218002,468,0,19,64,43,94,20,0,11,34,0,104,53,0,0,26,0
482013219001,356,22,24,0,13,0,0,50,0,0,82,26,22,67,0,50,0
482013219002,446,34,0,16,24,28,98,20,0,32,68,9,68,26,0,0,23
482013219003,481,0,38,11,36,23,15,17,70,0,35,91,51,84,0,0,10
482013219004,285,24,17,7,0,0,45,0,16,2,31,33,110,0,0,0,0
482013220001,447,80,0,27,35,51,23,28,33,14,99,0,38,19,0,0,0
482013220002,214,41,0,36,21,11,43,33,0,0,4,16,0,0,0,0,9
482013220003,971,106,58,80,129,113,82,71,47,50,57,56,73,49,0,0,0
482013221001,483,73,9,55,21,22,63,39,47,20,11,69,34,2,0,18,0
482013221002,249,23,32,20,0,50,0,45,0,0,54,19,6,0,0,0,0
482013221003,439,17,7,18,61,67,23,22,29,46,24,59,3,49,7,7,0
482013222001,513,56,33,46,84,43,34,37,13,46,45,27,18,18,0,0,13
482013226001,563,18,0,0,8,105,36,13,5,66,12,136,134,18,12,0,0
482013226002,607,40,13,22,78,16,6,34,13,0,60,26,173,116,10,0,0
482013226003,554,31,0,7,47,85,7,10,76,62,26,74,55,16,9,49,0
482013227001,634,28,63,30,0,0,32,56,25,29,51,86,167,41,26,0,0
482013227002,643,116,0,138,36,20,0,15,13,45,68,63,67,0,62,0,0
482013227003,332,17,15,14,43,15,0,0,31,14,56,64,49,0,0,14,0
482013227004,572,14,61,14,95,63,20,0,0,44,25,153,69,0,0,14,0
482013228001,439,15,5,19,27,18,42,7,0,30,79,52,120,17,0,0,8
482013228002,269,16,35,35,40,0,7,0,8,0,46,22,27,7,26,0,0
482013228003,500,32,23,14,95,0,8,34,31,24,25,49,76,48,41,0,0
482013228004,461,15,46,29,5,53,52,23,7,32,26,61,45,22,9,31,5
482013229001,644,33,27,25,22,61,66,26,11,23,42,159,46,47,56,0,0
482013229002,201,28,29,3,23,0,0,22,0,27,21,16,32,0,0,0,0
482013229003,337,11,37,0,31,0,20,11,18,35,36,43,47,48,0,0,0
482013230001,1001,30,71,49,154,227,200,0,42,23,69,111,0,13,12,0,0
482013230002,480,13,0,32,0,33,15,107,0,25,65,38,37,35,53,0,27
482013230003,689,153,142,102,79,27,18,25,20,15,16,69,23,0,0,0,0
482013231001,564,20,27,43,73,16,90,0,70,55,64,32,56,9,0,9,0
482013231002,618,124,70,97,51,96,20,19,68,8,19,38,0,0,0,8,0
482013232001,520,10,0,10,11,18,22,9,15,56,33,64,85,41,33,57,56
482013232002,426,8,38,24,40,33,12,18,0,0,82,55,23,93,0,0,0
482013232003,276,10,0,23,34,10,30,12,50,14,5,0,60,10,0,0,18
482013232004,340,10,10,0,45,11,46,14,6,14,37,52,20,14,37,24,0
482013233001,769,132,49,92,51,122,68,45,8,25,23,80,37,7,19,0,11
482013233002,383,0,0,46,51,10,27,9,51,20,13,25,86,34,11,0,0
482013234001,691,8,101,43,134,17,94,11,24,4,72,52,18,69,28,16,0
482013234002,688,154,0,15,12,17,28,128,67,0,11,144,37,0,75,0,0
482013234003,557,0,44,12,43,73,71,23,0,84,62,77,39,29,0,0,0
482013234004,279,24,70,35,0,0,43,20,58,29,0,0,0,0,0,0,0
482013235001,978,168,108,68,99,111,39,102,49,52,68,40,13,20,0,41,0
482013235002,505,46,15,81,33,33,66,47,18,0,79,30,40,17,0,0,0
482013235003,470,52,18,26,55,77,39,0,23,9,30,25,74,20,0,0,22
482013236001,1156,89,108,98,81,114,42,70,161,57,163,144,0,14,0,0,15
482013236002,426,46,45,30,115,0,37,0,43,0,15,15,13,67,0,0,0
482013236003,1052,12,13,25,12,44,58,35,35,23,62,105,290,38,189,12,99
482013236004,494,11,18,18,36,36,12,32,13,0,11,72,52,82,35,47,19
482013237011,564,62,34,85,26,83,0,23,0,47,88,45,43,28,0,0,0
482013237012,375,34,0,0,0,62,0,0,0,10,25,13,11,59,17,47,97
482013237013,959,31,33,36,147,87,23,33,117,38,159,48,145,12,0,18,32
482013237021,871,19,52,132,47,28,69,156,33,47,17,63,58,65,52,7,26
482013237022,270,0,30,40,6,36,0,0,9,11,48,26,32,4,21,0,7
482013238011,619,11,19,40,0,19,97,29,17,42,50,144,88,28,35,0,0
482013238012,533,8,0,7,29,27,31,47,50,18,34,91,94,36,58,3,0
482013238021,966,79,49,25,58,165,70,64,60,65,16,111,143,3,19,16,23
482013238022,666,25,24,17,44,40,11,33,19,49,87,115,49,98,33,9,13
482013239001,856,145,129,73,66,135,58,29,71,0,54,31,23,16,26,0,0
482013239002,636,50,32,28,76,61,60,52,49,6,41,47,86,27,0,0,21
482013240001,577,56,15,15,0,27,9,18,38,23,70,101,37,56,20,71,21
482013240002,1296,41,62,8,19,31,54,33,30,57,71,194,131,193,60,184,128
482013241001,334,22,56,8,46,40,26,34,10,27,30,24,6,5,0,0,0
482013241002,232,18,32,58,17,8,8,22,4,0,0,9,56,0,0,0,0
482013241003,222,31,25,38,13,0,8,20,0,25,9,27,0,0,5,21,0
482013241004,377,30,40,69,0,0,55,54,0,31,22,61,0,8,0,0,7
482013241005,436,38,46,24,13,17,0,42,18,24,45,44,58,23,31,0,13
482013242001,424,19,32,75,44,49,13,86,7,0,16,25,14,23,16,0,5
482013301001,342,73,0,0,60,0,0,45,0,8,10,86,50,10,0,0,0
482013301002,366,31,0,17,0,16,8,50,49,0,0,41,118,6,0,0,30
482013301003,718,80,0,51,0,20,29,46,33,30,97,116,72,72,72,0,0
482013301004,1035,16,25,13,18,25,135,13,0,0,164,100,310,18,0,198,0
482013302001,604,28,35,35,10,11,11,82,17,77,54,54,86,65,30,9,0
482013302002,567,70,32,54,7,78,9,20,45,22,99,48,56,0,9,0,18
482013303011,1445,78,0,0,61,0,85,61,108,133,143,175,247,172,41,115,26
482013303012,671,13,0,0,11,0,58,37,73,67,76,95,111,70,0,60,0
482013303021,625,28,10,11,19,40,20,28,24,55,56,106,106,78,0,44,0
482013303022,580,92,6,0,11,20,18,37,0,19,98,102,101,32,30,0,14
482013303023,513,11,28,37,0,27,12,34,53,0,64,83,47,63,37,11,6
482013303031,435,15,58,20,65,0,18,67,45,60,26,42,19,0,0,0,0
482013303032,694,7,38,19,13,68,56,67,24,8,132,62,102,63,22,0,13
482013303033,456,23,40,16,17,38,17,28,34,0,0,65,70,58,16,6,28
482013304001,347,0,18,18,16,40,16,19,0,9,36,75,93,7,0,0,0
482013304002,542,31,10,20,57,8,38,36,20,38,62,70,66,37,21,28,0
482013304003,676,86,39,111,49,74,56,55,46,17,20,28,51,35,0,9,0
482013305001,628,41,92,15,114,71,0,6,36,43,27,66,31,41,45,0,0
482013305002,342,31,0,13,37,12,19,32,36,34,16,56,42,14,0,0,0
482013305003,314,17,5,10,27,16,12,0,0,20,111,37,0,44,0,0,15
482013306001,564,0,99,12,29,22,110,38,0,29,16,43,60,83,0,0,23
482013306002,677,117,114,41,78,29,22,23,31,0,45,85,39,15,14,24,0
482013306003,242,0,23,0,0,26,19,27,0,0,27,64,25,8,16,7,0
482013306004,653,31,57,46,0,70,49,36,61,0,7,128,90,33,37,8,0
482013307001,1529,44,335,0,69,69,75,104,134,28,274,282,17,26,0,52,20
482013307002,401,0,8,72,75,17,0,0,21,0,15,40,99,0,18,0,36
482013307003,469,0,0,82,0,12,126,61,35,34,0,53,11,0,0,55,0
482013308001,1328,90,77,20,59,18,71,42,55,41,33,125,206,116,182,52,141
482013308002,2662,131,50,89,88,106,32,167,153,58,138,432,551,234,247,123,63
482013309001,2819,88,100,29,78,167,216,85,85,207,270,492,496,139,125,201,41
482013309002,858,17,46,340,46,113,0,153,27,15,39,21,41,0,0,0,0
482013309003,184,0,0,0,0,51,0,58,10,0,0,17,48,0,0,0,0
482013311001,162,35,9,11,11,11,12,10,20,0,43,0,0,0,0,0,0
482013311002,225,30,8,0,57,0,0,0,33,0,0,55,0,38,4,0,0
482013311003,346,102,58,34,0,27,42,0,0,0,3,0,22,31,8,0,19
482013311004,638,111,60,91,0,61,44,36,3,39,138,12,22,21,0,0,0
482013312001,601,42,48,113,31,128,35,4,70,18,37,37,4,24,0,10,0
482013312002,799,107,99,104,47,65,50,95,8,10,12,83,100,0,19,0,0
482013313001,514,27,89,72,56,11,53,14,12,45,26,0,15,23,36,35,0
482013313002,381,29,11,10,45,7,43,8,46,35,38,22,0,9,78,0,0
482013313003,451,16,0,43,16,53,30,67,33,70,12,57,50,4,0,0,0
482013313004,511,81,17,84,25,24,20,38,25,23,37,56,17,9,45,0,10
482013314001,1062,524,226,71,69,68,24,0,1,0,0,74,0,5,0,0,0
482013315001,373,87,19,15,15,33,20,20,0,0,70,18,50,0,0,0,26
482013315002,370,0,0,0,33,15,137,25,11,0,40,66,23,20,0,0,0
482013315003,280,41,98,18,0,15,0,0,18,0,14,17,59,0,0,0,0
482013315004,458,0,0,60,56,45,0,0,0,0,40,58,92,17,90,0,0
482013315005,392,20,0,0,69,22,0,17,14,19,22,30,47,29,0,103,0
482013315006,1093,48,0,16,73,35,65,19,146,37,148,126,98,116,132,34,0
482013316011,860,21,11,67,76,42,90,0,27,108,92,116,157,43,0,10,0
482013316012,829,139,154,84,40,38,0,30,35,94,16,64,74,42,11,0,8
482013316013,505,40,55,0,44,12,110,17,132,26,26,13,0,0,0,0,30
482013316014,278,0,34,11,33,10,43,8,0,15,0,0,111,13,0,0,0
482013316021,193,12,4,0,0,67,0,13,5,0,13,12,14,18,6,11,18
482013316022,394,142,36,55,14,5,15,28,12,15,31,21,10,10,0,0,0
482013317001,664,140,73,8,8,139,0,40,14,29,15,98,95,0,0,5,0
482013317002,324,17,33,0,14,25,7,34,9,24,40,30,46,0,45,0,0
482013317003,384,47,26,18,81,18,0,24,9,0,43,30,82,0,0,6,0
482013318001,1047,163,186,126,33,117,59,46,24,49,18,95,50,18,60,3,0
482013318002,294,24,22,17,16,41,43,26,8,55,30,0,0,12,0,0,0
482013319001,286,0,46,0,8,21,35,7,0,0,48,76,13,0,11,0,21
482013319002,442,49,32,14,7,38,89,7,8,14,44,44,15,34,34,13,0
482013319003,370,6,31,87,29,35,28,0,40,53,0,21,9,14,0,7,10
482013320001,645,110,66,35,68,0,8,54,30,10,19,170,38,23,0,14,0
482013320002,340,56,10,0,54,0,39,35,47,41,42,0,8,8,0,0,0
482013320003,648,276,72,57,33,17,7,0,9,74,50,0,26,15,12,0,0
482013320004,240,43,40,0,30,45,0,0,9,0,9,11,22,31,0,0,0
482013321001,462,28,6,23,78,42,52,0,25,31,88,48,24,17,0,0,0
482013321002,451,59,42,6,12,19,73,27,38,0,69,78,22,6,0,0,0
482013322001,369,23,24,0,45,23,31,0,9,0,53,90,23,48,0,0,0
482013322002,925,79,41,47,52,152,16,52,69,101,12,145,92,51,16,0,0
482013322003,201,0,30,29,0,22,0,26,0,0,0,25,35,12,0,22,0
482013323001,398,31,54,38,38,11,10,26,9,51,61,12,57,0,0,0,0
482013323002,577,22,82,64,26,21,25,15,33,64,50,60,75,8,20,4,8
482013324001,461,8,14,8,44,73,109,27,23,29,13,63,11,31,8,0,0
482013324002,625,63,39,52,15,118,70,46,64,18,44,39,57,0,0,0,0
482013324003,320,27,46,31,0,18,41,32,51,29,8,0,21,0,0,0,16
482013325001,597,40,64,103,0,81,32,25,39,51,14,79,23,21,0,25,0
482013325002,457,76,33,7,34,20,42,20,48,43,32,19,32,14,21,7,9
482013326001,388,0,0,37,0,0,24,85,41,15,92,26,0,0,68,0,0
482013326002,742,134,13,52,0,12,13,76,120,0,64,61,19,0,49,129,0
482013326003,432,13,11,71,12,47,0,0,35,0,98,15,100,30,0,0,0
482013326004,565,107,10,92,74,0,102,28,4,18,48,0,46,36,0,0,0
482013327001,190,54,18,11,32,15,0,0,16,0,10,13,16,0,0,5,0
482013327002,498,55,6,82,46,16,42,61,18,26,36,25,75,4,6,0,0
482013328001,392,10,19,100,61,74,16,0,44,9,18,18,14,0,9,0,0
482013328002,400,65,69,33,33,26,36,17,0,18,66,25,0,12,0,0,0
482013328003,635,112,49,66,99,18,86,31,52,31,22,22,39,8,0,0,0
482013329001,748,94,51,105,79,49,41,8,42,61,72,19,71,17,31,0,8
482013329002,666,44,10,85,85,18,36,43,52,7,72,91,26,54,32,11,0
482013330001,665,41,16,30,42,40,30,5,24,33,97,80,131,68,28,0,0
482013330002,308,0,32,45,21,6,42,6,6,10,22,36,12,4,39,27,0
482013331001,450,55,24,9,24,12,25,0,36,32,47,85,55,0,23,23,0
482013331002,876,154,12,53,99,39,46,43,14,17,37,48,61,131,50,43,29
482013332011,745,129,134,21,46,47,28,33,0,0,40,70,77,33,32,31,24
482013332012,788,36,73,64,54,60,113,18,45,77,32,110,40,66,0,0,0
482013332013,264,21,17,18,10,29,11,8,0,18,10,27,54,10,26,0,5
482013332021,343,0,47,21,0,56,30,0,15,38,12,0,86,24,0,14,0
482013332022,520,0,0,16,0,97,78,83,7,45,43,13,61,16,30,15,16
482013332023,810,151,39,68,111,58,122,57,28,0,56,0,77,43,0,0,0
482013332024,618,81,20,81,13,51,120,0,51,14,87,45,0,36,19,0,0
482013333001,365,23,18,15,41,0,26,0,36,42,0,42,100,12,10,0,0
482013333002,2179,261,263,106,323,185,210,65,134,59,43,180,243,81,0,26,0
482013333003,640,52,26,25,93,50,49,65,0,0,26,48,72,31,65,38,0
482013335001,746,19,38,36,72,8,130,16,63,78,27,88,171,0,0,0,0
482013335002,625,63,39,61,32,0,24,66,143,13,0,42,19,76,0,18,29
482013335003,698,63,57,49,64,100,62,28,107,17,117,0,13,21,0,0,0
482013336001,403,10,59,0,35,12,0,25,30,0,14,61,45,59,34,19,0
482013336002,251,0,0,0,74,12,0,27,0,0,35,21,44,32,0,0,6
482013336003,455,0,10,6,0,27,32,7,0,75,41,51,50,53,59,26,18
482013337001,641,36,51,63,30,52,8,33,25,26,94,63,74,36,30,3,17
482013337002,286,24,31,0,51,0,14,12,10,11,32,44,8,22,10,4,13
482013338001,674,0,195,0,40,0,39,36,115,0,82,73,42,36,16,0,0
482013338002,646,0,28,0,102,45,57,16,116,39,62,52,94,19,0,0,16
482013338003,571,0,17,23,42,15,25,122,10,61,103,0,23,88,27,15,0
482013338004,655,0,63,41,0,24,15,54,85,0,0,101,81,46,129,16,0
482013338005,522,9,0,50,0,15,0,0,0,8,53,94,119,42,99,0,33
482013339011,1493,107,13,0,32,0,57,104,66,48,80,380,216,212,86,49,43
482013339012,1224,18,11,28,66,0,17,20,42,19,241,135,161,209,74,183,0
482013339021,1055,14,81,57,19,97,20,62,154,85,70,82,153,135,12,14,0
482013339022,1003,47,26,67,0,65,56,27,33,27,218,51,115,206,35,15,15
482013339023,904,66,68,53,76,52,0,105,0,61,175,213,35,0,0,0,0
482013340011,693,85,51,39,60,45,64,0,83,40,57,77,79,6,7,0,0
482013340012,697,64,0,29,11,91,52,64,36,89,41,29,41,13,95,0,42
482013340021,292,41,0,6,0,11,33,0,0,9,59,27,19,47,30,10,0
482013340022,788,24,37,27,36,59,31,0,0,0,240,82,166,58,0,28,0
482013340031,773,0,17,0,14,44,0,13,119,16,127,0,236,93,76,18,0
482013340032,747,64,24,0,0,0,18,136,57,52,145,91,128,32,0,0,0
482013340033,861,34,34,0,45,34,66,86,63,45,52,35,154,159,54,0,0
482013341001,582,0,0,94,52,15,44,37,15,26,69,34,127,35,34,0,0
482013341002,3605,322,185,216,56,74,306,83,199,144,538,394,349,331,56,119,233
482013341003,302,0,30,0,32,56,0,58,20,0,64,13,29,0,0,0,0
482013341004,664,0,0,0,36,0,34,20,40,0,91,112,109,147,45,30,0
482013401001,1735,59,17,73,142,186,88,116,69,87,121,156,211,177,69,73,91
482013401002,924,61,35,89,17,143,94,0,117,10,79,85,134,13,0,47,0
482013402011,226,0,0,0,0,6,5,11,6,5,18,29,34,32,17,39,24
482013402012,447,0,26,16,0,24,33,14,5,18,24,27,51,81,46,57,25
482013402021,916,0,0,45,0,0,9,8,0,26,62,64,100,124,42,229,207
482013402022,651,24,0,21,0,32,8,16,13,24,8,104,22,78,104,110,87
482013402031,803,8,0,8,0,0,0,0,0,7,119,42,159,116,49,125,170
482013402032,1044,58,7,5,14,16,23,12,0,40,47,81,154,179,137,107,164
482013403011,541,0,0,0,16,0,17,0,0,7,7,43,0,47,9,97,298
482013403012,878,8,0,14,14,0,15,25,7,8,16,51,122,27,85,123,363
482013403021,1002,9,0,22,33,28,39,9,34,0,38,87,93,173,145,164,128
482013403022,579,0,0,0,0,23,22,0,0,0,50,27,12,14,82,57,292
482013403023,897,25,23,37,0,0,0,0,85,25,96,30,175,252,29,52,68
482013404001,536,5,5,0,17,9,0,4,0,5,35,20,34,59,50,134,159
482013405001,568,48,0,49,90,17,61,71,26,34,67,53,40,0,12,0,0
482013405002,726,87,47,68,0,21,59,148,96,0,31,0,16,105,0,48,0
482013405003,862,40,17,0,17,73,121,64,0,19,154,122,14,88,37,78,18
482013405004,354,0,0,0,37,15,0,0,0,16,14,48,67,35,62,30,30
482013405005,400,15,14,19,19,0,0,0,31,54,44,13,82,28,0,17,64
482013406001,482,0,10,5,5,15,5,18,10,4,28,68,83,41,74,73,43
482013406002,504,0,11,0,5,0,22,0,22,21,15,37,98,57,34,88,94
482013407001,658,15,62,0,24,0,71,22,41,0,0,71,91,113,66,55,27
482013407002,733,30,0,0,0,20,69,39,0,20,44,131,232,81,12,38,17
482013407003,857,64,67,40,26,11,24,100,128,0,80,117,86,69,27,18,0
482013407004,460,0,43,0,0,0,21,0,0,12,34,24,90,82,76,27,51
482013408001,706,0,0,0,0,19,0,0,0,14,99,20,63,77,149,79,186
482013408002,580,0,0,17,0,0,19,12,0,0,77,33,186,136,63,23,14
482013408003,782,44,0,0,14,17,0,0,19,39,29,45,174,103,65,149,84
482013409001,837,77,52,0,42,0,32,95,91,17,53,64,193,68,15,23,15
482013409002,1158,71,40,72,81,62,38,79,120,108,81,173,176,9,16,32,0
482013410001,766,35,0,52,13,22,23,0,0,69,221,36,66,76,81,0,72
482013410002,717,22,16,0,16,21,0,39,67,33,94,132,41,146,12,78,0
482013410003,1157,60,0,0,40,32,140,231,46,84,58,157,179,69,48,0,13
482013410004,778,0,28,13,24,53,56,25,67,37,111,91,123,118,0,18,14
482013411001,1189,28,46,29,95,68,73,53,67,61,132,216,106,123,8,45,39
482013411002,436,33,6,26,23,22,24,8,30,13,68,65,66,0,25,0,27
482013412011,607,40,39,32,52,180,66,72,0,26,26,37,30,0,0,0,7
482013412012,905,29,29,25,50,16,78,26,30,30,123,124,140,48,92,65,0
482013412021,640,10,47,121,84,11,23,15,50,10,10,17,37,48,55,26,76
482013412022,374,0,0,0,5,18,14,31,49,32,40,41,19,66,59,0,0
482013412023,554,28,0,61,42,0,0,32,0,0,39,78,73,59,50,27,65
482013412024,666,0,0,47,38,55,0,12,11,10,32,91,103,39,62,93,73
482013413011,794,246,35,14,143,0,23,38,14,25,0,24,39,27,57,33,76
482013413012,731,30,16,57,38,0,33,0,38,0,67,68,84,173,34,30,63
482013413013,993,275,90,31,19,153,85,51,11,16,30,120,40,0,20,0,52
482013413021,869,75,48,0,112,89,61,48,95,66,78,117,70,0,0,0,10
482013413022,656,33,39,18,14,8,26,23,18,31,74,175,83,65,17,11,21
482013414001,513,36,6,0,0,23,54,9,9,0,25,59,7,29,9,53,194
482013414002,570,11,0,0,0,0,12,0,0,0,29,25,50,118,102,103,120
482013414003,807,0,0,0,8,7,9,0,19,8,129,125,109,76,121,92,104
482013415011,1079,52,3,0,16,5,17,0,4,5,7,99,74,123,104,246,324
482013415012,800,22,13,16,16,36,73,22,87,52,100,130,101,55,41,21,15
482013415013,705,5,20,3,19,101,15,18,84,13,41,40,72,48,42,98,86
482013415021,1354,19,57,0,56,23,39,72,42,66,83,101,167,106,142,211,170
482013415022,562,9,4,67,24,27,24,27,12,21,50,82,77,21,22,51,44
482013416001,523,14,16,21,15,19,18,18,16,0,51,79,59,138,34,0,25
482013416002,1228,15,84,0,48,25,37,22,47,81,65,40,187,179,121,95,182
482013416003,573,25,37,0,10,13,25,13,115,0,74,84,12,83,49,0,33
482013417001,366,14,11,0,3,9,3,7,14,22,9,32,56,26,42,65,53
482013417002,508,51,14,10,3,31,9,11,24,47,46,49,75,55,52,11,20
482013417003,296,13,37,21,0,0,0,26,20,26,9,0,39,39,13,9,44
482013418001,461,4,13,0,7,17,18,37,11,3,34,40,69,37,47,58,66
482013418002,324,21,29,6,6,20,10,6,14,0,41,41,105,12,5,8,0
482013420011,876,16,22,0,10,43,0,0,0,31,35,10,132,193,168,96,120
482013420012,650,0,0,46,13,32,0,10,0,0,69,27,90,95,71,84,113
482013420013,769,0,0,0,10,0,0,13,0,29,11,61,134,192,141,165,13
482013420021,1190,35,6,0,0,4,11,0,10,47,100,160,355,159,107,115,81
482013421001,494,6,29,40,2,0,0,4,43,20,37,115,89,36,10,58,5
482013421002,975,72,41,15,51,26,45,21,69,17,64,167,56,160,101,47,23
482013422001,530,8,16,23,28,31,50,56,21,13,22,130,42,51,21,18,0
482013422002,200,0,21,11,8,46,0,0,17,0,0,32,44,15,0,0,6
482013422003,397,0,0,7,42,0,53,7,0,20,71,99,73,25,0,0,0
482013423001,642,0,0,13,14,0,75,0,23,0,93,129,94,29,92,40,40
482013423002,474,90,13,0,43,0,16,42,15,0,38,115,36,17,17,32,0
482013423003,1177,44,71,0,127,94,89,47,66,29,163,261,52,68,12,54,0
482013424001,265,0,0,0,17,30,24,0,0,0,14,21,74,60,25,0,0
482013424002,918,17,15,166,90,25,44,18,28,39,123,125,76,73,50,29,0
482013425001,1102,13,0,35,64,35,31,37,101,41,88,96,259,129,32,79,62
482013425002,714,23,0,0,15,0,15,0,31,30,34,75,80,164,65,113,69
482013425003,375,0,0,0,0,0,0,122,17,27,38,29,55,42,31,14,0
482013427001,483,0,40,10,0,44,26,37,0,15,45,80,105,20,46,0,15
482013427002,910,0,19,0,14,59,109,14,39,27,107,140,17,120,95,130,20
482013427003,403,37,10,0,0,8,47,0,25,7,37,38,95,55,26,9,9
